"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"188","CVE-2008-3694","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3691, CVE-2008-3692, CVE-2008-3693, CVE-2008-3695, and CVE-2008-3696.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
"189","CVE-2008-3695","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3691, CVE-2008-3692, CVE-2008-3693, CVE-2008-3694, and CVE-2008-3696.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
"190","CVE-2008-3696","Unspecified vulnerability in a certain ActiveX control in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 has unknown impact and remote attack vectors, a different vulnerability than CVE-2008-3691, CVE-2008-3692, CVE-2008-3693, CVE-2008-3694, and CVE-2008-3695.","10.0","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://secunia.com/advisories/31708","VCDSA23361","1"
"191","CVE-2008-3697","An unspecified ISAPI extension in VMware Server before 1.0.7 build 108231 allows remote attackers to cause a denial of service (IIS crash) via a malformed request.","5.0","MEDIUM","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31708; http://securityreason.com/securityalert/4202","VCDSA23361","1"
"192","CVE-2008-3698","Unspecified vulnerability in the OpenProcess function in VMware Workstation 5.5.x before 5.5.8 build 108000, VMware Workstation 6.0.x before 6.0.5 build 109488, VMware Player 1.x before 1.0.8 build 108000, VMware Player 2.x before 2.0.5 build 109488, VMware ACE 1.x before 1.0.7 build 108880, VMware ACE 2.x before 2.0.5 build 109488, and VMware Server before 1.0.7 build 108231 on Windows allows local host OS users to gain privileges on the host OS via unknown vectors.","7.2","HIGH","2008-09-03","http://lists.grok.org.uk/pipermail/full-disclosure/2008-August/064118.html; http://secunia.com/advisories/31707; http://securityreason.com/securityalert/4202","VCDSA23361","1"
"193","CVE-2008-3761","hcmon.sys in VMware Workstation 6.5.1 and earlier, VMware Player 2.5.1 and earlier, VMware ACE 2.5.1 and earlier, and VMware Server 1.0.x before 1.0.9 build 156507 and 2.0.x before 2.0.1 build 156745 uses the METHOD_NEITHER communication method for IOCTLs, which allows local users to cause a denial of service via a crafted IOCTL request.","4.9","MEDIUM","2008-08-21","http://lists.vmware.com/pipermail/security-announce/2009/000054.html; http://seclists.org/fulldisclosure/2009/Apr/0036.html; http://securityreason.com/securityalert/4177","VCDSA23400","1"
"194","CVE-2008-3825","pam_krb5 2.2.14 in Red Hat Enterprise Linux (RHEL) 5 and earlier, when the existing_ticket option is enabled, uses incorrect privileges when reading a Kerberos credential cache, which allows local users to gain privileges by setting the KRB5CCNAME environment variable to an arbitrary cache filename and running the (1) su or (2) sudo program. NOTE: there may be a related vector involving sshd that has limited relevance.","4.4","MEDIUM","2008-10-03","http://lists.opensuse.org/opensuse-security-announce/2008-12/msg00002.html; http://secunia.com/advisories/32119; http://secunia.com/advisories/32135","VCDSA23418","1"
"195","CVE-2008-3916","Heap-based buffer overflow in the strip_escapes function in signal.c in GNU ed before 1.0 allows context-dependent or user-assisted attackers to execute arbitrary code via a long filename.  NOTE: since ed itself does not typically run with special privileges, this issue only crosses privilege boundaries when ed is invoked as a third-party component.","9.3","HIGH","2008-09-04","http://lists.gnu.org/archive/html/bug-ed/2008-08/msg00000.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00006.html; http://lists.vmware.com/pipermail/security-announce/2010/000082.html","VCDSA23374; VCDSA23397","2"
"196","CVE-2008-4101","Vim 3.0 through 7.x before 7.2.010 does not properly escape characters, which allows user-assisted attackers to (1) execute arbitrary shell commands by entering a K keystroke on a line that contains a "";"" (semicolon) followed by a command, or execute arbitrary Ex commands by entering an argument after a (2) ""Ctrl-]"" (control close-square-bracket) or (3) ""g]"" (g close-square-bracket) keystroke sequence, a different issue than CVE-2008-2712.","9.3","HIGH","2008-09-18","http://ftp.vim.org/pub/vim/patches/7.2/7.2.010; http://groups.google.com/group/vim_dev/attach/9290f26f9bc11b33/K-arbitrary-command-execution.patch.v3?part=2; http://groups.google.com/group/vim_dev/attach/dd32ad3a84f36bb2/K-arbitrary-command-execution.patch?part=2","VCDSA23399","1"
"197","CVE-2008-4210","fs/open.c in the Linux kernel before 2.6.22 does not properly strip setuid and setgid bits when there is a write to a file, which allows local users to gain the privileges of a different group, and obtain sensitive information or possibly have unspecified other impact, by creating an executable file in a setgid directory through the (1) truncate or (2) ftruncate function in conjunction with memory-mapped I/O.","4.6","MEDIUM","2008-09-29","http://bugzilla.kernel.org/show_bug.cgi?id=8420; http://git.kernel.org/?p=linux/kernel/git/stable/linux-2.6.26.y.git%3Ba=commit%3Bh=7b82dc0e64e93f430182f36b46b79fcee87d3532; http://kernel.org/pub/linux/kernel/v2.6/ChangeLog-2.6.22","VCDSA23390","1"
"198","CVE-2008-4225","Integer overflow in the xmlBufferResize function in libxml2 2.7.2 allows context-dependent attackers to cause a denial of service (infinite loop) via a large XML document.","7.8","HIGH","2008-11-25","http://lists.apple.com/archives/security-announce/2009/Jun/msg00005.html; http://lists.apple.com/archives/security-announce/2009/jun/msg00002.html; http://secunia.com/advisories/32762","VCDSA23382","1"
"199","CVE-2008-4226","Integer overflow in the xmlSAX2Characters function in libxml2 2.7.2 allows context-dependent attackers to cause a denial of service (memory corruption) or possibly execute arbitrary code via a large XML document.","10.0","HIGH","2008-11-25","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c02029444; http://lists.apple.com/archives/security-announce/2009/Jun/msg00005.html; http://lists.apple.com/archives/security-announce/2009/jun/msg00002.html","VCDSA23382","1"
"200","CVE-2008-4278","VMware VirtualCenter 2.5 before Update 3 build 119838 on Windows displays a user's password in cleartext when the password contains unspecified special characters, which allows physically proximate attackers to steal the password.","2.1","LOW","2008-10-06","http://marc.info/?l=bugtraq&m=122331139823057&w=2; http://secunia.com/advisories/32179; http://secunia.com/advisories/32180","VCDSA23363","1"
"201","CVE-2008-4279","The CPU hardware emulation for 64-bit guest operating systems in VMware Workstation 6.0.x before 6.0.5 build 109488 and 5.x before 5.5.8 build 108000; Player 2.0.x before 2.0.5 build 109488 and 1.x before 1.0.8; Server 1.x before 1.0.7 build 108231; and ESX 2.5.4 through 3.5 allows authenticated guest OS users to gain additional guest OS privileges by triggering an exception that causes the virtual CPU to perform an indirect jump to a non-canonical address.","6.8","MEDIUM","2008-10-06","http://lists.grok.org.uk/pipermail/full-disclosure/2008-October/064860.html; http://marc.info/?l=bugtraq&m=122331139823057&w=2; http://secunia.com/advisories/32157","VCDSA23363","1"
"202","CVE-2008-4281","Directory traversal vulnerability in VMWare ESXi 3.5 before ESXe350-200810401-O-UG and ESX 3.5 before ESX350-200810201-UG allows administrators with the Datastore.FileManagement privilege to gain privileges via unknown vectors.","9.3","HIGH","2008-11-10","http://lists.vmware.com/pipermail/security-announce/2008/000042.html; http://secunia.com/advisories/32624; http://www.securityfocus.com/archive/1/498138/100/0/threaded","VCDSA23365","1"
"203","CVE-2008-4307","Race condition in the do_setlk function in fs/nfs/file.c in the Linux kernel before 2.6.26 allows local users to cause a denial of service (crash) via vectors resulting in an interrupted RPC call that leads to a stray FL_POSIX lock, related to improper handling of a race between fcntl and close in the EINTR case.","4.0","MEDIUM","2009-01-13","http://git.kernel.org/?p=linux/kernel/git/stable/linux-2.6.27.y.git%3Ba=commit%3Bh=c4d7c402b788b73dc24f1e54a57f89d3dc5eb7bc; http://openwall.com/lists/oss-security/2009/01/13/1; http://rhn.redhat.com/errata/RHSA-2009-0459.html","VCDSA23392","1"
"204","CVE-2008-4309","Integer overflow in the netsnmp_create_subtree_cache function in agent/snmp_agent.c in net-snmp 5.4 before 5.4.2.1, 5.3 before 5.3.2.3, and 5.2 before 5.2.5.1 allows remote attackers to cause a denial of service (crash) via a crafted SNMP GETBULK request, which triggers a heap-based buffer overflow,  related to the number of responses or repeats.","7.5","HIGH","2008-10-31","http://lists.apple.com/archives/security-announce/2009/May/msg00002.html; http://lists.apple.com/archives/security-announce/2010//Dec/msg00001.html; http://lists.opensuse.org/opensuse-security-announce/2009-02/msg00000.html","VCDSA23373; VCDSA23382","2"
"205","CVE-2008-4316","Multiple integer overflows in glib/gbase64.c in GLib before 2.20 allow context-dependent attackers to execute arbitrary code via a long string that is converted either (1) from or (2) to a base64 representation.","4.6","MEDIUM","2009-03-14","http://lists.opensuse.org/opensuse-security-announce/2009-04/msg00014.html; http://lists.vmware.com/pipermail/security-announce/2010/000082.html; http://ocert.org/patches/2008-015/glib-CVE-2008-4316.diff","VCDSA23374","1"
"206","CVE-2008-4552","The good_client function in nfs-utils 1.0.9, and possibly other versions before 1.1.3, invokes the hosts_ctl function with the wrong order of arguments, which causes TCP Wrappers to ignore netgroups and allows remote attackers to bypass intended access restrictions.","7.5","HIGH","2008-10-14","http://lists.vmware.com/pipermail/security-announce/2010/000082.html; http://secunia.com/advisories/32346; http://secunia.com/advisories/32481","VCDSA23374","1"
"207","CVE-2008-4864","Multiple integer overflows in imageop.c in the imageop module in Python 1.5.2 through 2.5.1 allow context-dependent attackers to break out of the Python VM and execute arbitrary code via large integer values in certain arguments to the crop function, leading to a buffer overflow, a different vulnerability than CVE-2007-4965 and CVE-2008-1679.","7.5","HIGH","2008-11-01","http://lists.apple.com/archives/security-announce/2009/Feb/msg00000.html; http://scary.beasts.org/security/CESA-2008-008.html; http://secunia.com/advisories/33937","VCDSA23392","1"
"208","CVE-2008-4914","Unspecified vulnerability in VMware ESXi 3.5 before ESXe350-200901401-I-SG and ESX 3.5 before ESX350-200901401-SG allows local administrators to cause a denial of service (host crash) via a snapshot with a malformed VMDK delta disk.","4.7","MEDIUM","2009-02-03","http://secunia.com/advisories/33776; http://www.securityfocus.com/bid/33549; http://www.securitytracker.com/id?1021654","VCDSA23382","1"
"209","CVE-2008-4915","The CPU hardware emulation in VMware Workstation 6.0.5 and earlier and 5.5.8 and earlier; Player 2.0.x through 2.0.5 and 1.0.x through 1.0.8; ACE 2.0.x through 2.0.5 and earlier, and 1.0.x through 1.0.7; Server 1.0.x through 1.0.7; ESX 2.5.4 through 3.5; and ESXi 3.5, when running 32-bit and 64-bit guest operating systems, does not properly handle the Trap flag, which allows authenticated guest OS users to gain privileges on the guest OS.","6.9","MEDIUM","2008-11-10","http://lists.vmware.com/pipermail/security-announce/2008/000042.html; http://secunia.com/advisories/32612; http://secunia.com/advisories/32624","VCDSA23365","1"
"210","CVE-2008-4916","Unspecified vulnerability in a guest virtual device driver in VMware Workstation before 5.5.9 build 126128, and 6.5.1 and earlier 6.x versions; VMware Player before 1.0.9 build 126128, and 2.5.1 and earlier 2.x versions; VMware ACE before 1.0.8 build 125922, and 2.5.1 and earlier 2.x versions; VMware Server 1.x before 1.0.8 build 126538 and 2.0.x before 2.0.1 build 156745; VMware Fusion before 2.0.1; VMware ESXi 3.5; and VMware ESX 3.0.2, 3.0.3, and 3.5 allows guest OS users to cause a denial of service (host OS crash) via unknown vectors.","4.6","MEDIUM","2009-04-06","http://lists.vmware.com/pipermail/security-announce/2009/000054.html; http://seclists.org/fulldisclosure/2009/Apr/0036.html; http://security.gentoo.org/glsa/glsa-201209-25.xml","VCDSA23383; VCDSA23400","2"
"211","CVE-2008-4917","Unspecified vulnerability in VMware Workstation 5.5.8 and earlier, and 6.0.5 and earlier 6.x versions; VMware Player 1.0.8 and earlier, and 2.0.5 and earlier 2.x versions; VMware Server 1.0.9 and earlier; VMware ESXi 3.5; and VMware ESX 3.0.2 through 3.5 allows guest OS users to have an unknown impact by sending the virtual hardware a request that triggers an arbitrary physical-memory write operation, leading to memory corruption.","7.2","HIGH","2008-12-09","http://kb.vmware.com/kb/1006980; http://kb.vmware.com/kb/1006986; http://secunia.com/advisories/32965","VCDSA23366","1"
